natural_language_query,sql_query
"Add a new record to the customers with values Frank Harris, emma.wilson@example.com, 2020-12-30","INSERT INTO customers (name, email, signup_date) VALUES ('Frank Harris', 'emma.wilson@example.com', '2020-12-30');"
List all orders where customer id is greater than 34,SELECT * FROM orders WHERE customer_id > 34;
"Add a new record to the employees with values Carol King, 44, HR, 115000","INSERT INTO employees (name, age, department, salary) VALUES ('Carol King', 44, 'HR', 115000);"
Change customer id to 22 in orders where total amount is 1050,UPDATE orders SET customer_id = '22' WHERE total_amount = '1050';
Remove records from employees where age is less than 28,DELETE FROM employees WHERE age < 28;
List all products where stock is greater than 400,SELECT * FROM products WHERE stock > 400;
Change stock to 380 in products where stock is 180,UPDATE products SET stock = '380' WHERE stock = '180';
"Add a new record to the products with values Keyboard, 1100, 190","INSERT INTO products (name, price, stock) VALUES ('Keyboard', 1100, 190);"
"Add a new record to the employees with values Alice Johnson, 58, Finance, 40000","INSERT INTO employees (name, age, department, salary) VALUES ('Alice Johnson', 58, 'Finance', 40000);"
"Add a new record to the orders with values 2, 650, 2022-04-25","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (2, 650, '2022-04-25');"
Change name to Carol King in employees where salary is 85000,UPDATE employees SET name = 'Carol' King WHERE salary = '85000';
Change customer id to 5 in orders where id is 1,UPDATE orders SET customer_id = '5' WHERE id = '1';
Change order date to 2022-05-30 in orders where order date is 2022-05-30,UPDATE orders SET order_date = '2022-05-30' WHERE order_date = '2022-05-30';
Change price to 1500 in products where name is Keyboard,UPDATE products SET price = '1500' WHERE name = 'Keyboard';
Change name to Smartphone in products where stock is 330,UPDATE products SET name = 'Smartphone' WHERE stock = '330';
List all orders where order date is greater than 2022-03-20,SELECT * FROM orders WHERE order_date > 2022-03-20;
"Add a new record to the customers with values Grace Lee, emma.wilson@example.com, 2021-11-05","INSERT INTO customers (name, email, signup_date) VALUES ('Grace Lee', 'emma.wilson@example.com', '2021-11-05');"
"Add a new record to the customers with values Frank Harris, frank.harris@example.com, 2020-12-30","INSERT INTO customers (name, email, signup_date) VALUES ('Frank Harris', 'frank.harris@example.com', '2020-12-30');"
Get customer id and count of records from orders grouped by customer id having count greater than 2,"SELECT customer_id, COUNT(*) FROM orders GROUP BY customer_id HAVING COUNT(*) > 2;"
Change salary to 110000 in employees where salary is 80000,UPDATE employees SET salary = '110000' WHERE salary = '80000';
Get price and count of records from products grouped by price having count greater than 8,"SELECT price, COUNT(*) FROM products GROUP BY price HAVING COUNT(*) > 8;"
"Add a new record to the customers with values Grace Lee, frank.harris@example.com, 2022-03-10","INSERT INTO customers (name, email, signup_date) VALUES ('Grace Lee', 'frank.harris@example.com', '2022-03-10');"
List all products where stock is greater than 40,SELECT * FROM products WHERE stock > 40;
List all products where stock is greater than 90,SELECT * FROM products WHERE stock > 90;
Change customer id to 47 in orders where customer id is 50,UPDATE orders SET customer_id = '47' WHERE customer_id = '50';
List all employees where name is greater than Carol King,SELECT * FROM employees WHERE name > Carol King;
Change name to Monitor in products where name is Smartphone,UPDATE products SET name = 'Monitor' WHERE name = 'Smartphone';
List all products where price is greater than 200,SELECT * FROM products WHERE price > 200;
List all order items where quantity is greater than 17,SELECT * FROM order_items WHERE quantity > 17;
List all products where price is greater than 800,SELECT * FROM products WHERE price > 800;
Get name and count of records from customers grouped by name having count greater than 2,"SELECT name, COUNT(*) FROM customers GROUP BY name HAVING COUNT(*) > 2;"
"Add a new record to the products with values Keyboard, 700, 100","INSERT INTO products (name, price, stock) VALUES ('Keyboard', 700, 100);"
"Add a new record to the customers with values David Brown, emma.wilson@example.com, 2020-07-23","INSERT INTO customers (name, email, signup_date) VALUES ('David Brown', 'emma.wilson@example.com', '2020-07-23');"
"Add a new record to the customers with values Frank Harris, grace.lee@example.com, 2020-07-23","INSERT INTO customers (name, email, signup_date) VALUES ('Frank Harris', 'grace.lee@example.com', '2020-07-23');"
List all order items where quantity is greater than 14,SELECT * FROM order_items WHERE quantity > 14;
List all products where price is greater than 600,SELECT * FROM products WHERE price > 600;
Get name and count of records from products grouped by name having count greater than 6,"SELECT name, COUNT(*) FROM products GROUP BY name HAVING COUNT(*) > 6;"
Change age to 56 in employees where salary is 55000,UPDATE employees SET age = '56' WHERE salary = '55000';
Remove records from orders where customer id is less than 37,DELETE FROM orders WHERE customer_id < 37;
Get name and count of records from employees grouped by name having count greater than 3,"SELECT name, COUNT(*) FROM employees GROUP BY name HAVING COUNT(*) > 3;"
Remove records from employees where age is less than 34,DELETE FROM employees WHERE age < 34;
"Add a new record to the products with values Desk Chair, 900, 500","INSERT INTO products (name, price, stock) VALUES ('Desk Chair', 900, 500);"
Change price to 1300 in products where id is 1,UPDATE products SET price = '1300' WHERE id = '1';
Change department to Finance in employees where id is 1,UPDATE employees SET department = 'Finance' WHERE id = '1';
Remove records from products where price is less than 1400,DELETE FROM products WHERE price < 1400;
Change total amount to 2400 in orders where total amount is 4450,UPDATE orders SET total_amount = '2400' WHERE total_amount = '4450';
Remove records from orders where customer id is less than 42,DELETE FROM orders WHERE customer_id < 42;
"Add a new record to the customers with values David Brown, grace.lee@example.com, 2021-01-15","INSERT INTO customers (name, email, signup_date) VALUES ('David Brown', 'grace.lee@example.com', '2021-01-15');"
Change total amount to 50 in orders where total amount is 4200,UPDATE orders SET total_amount = '50' WHERE total_amount = '4200';
Get names of customers who placed orders in the last month,"SELECT c.name FROM customers c JOIN orders o ON c.customer_id = o.customer_id WHERE o.order_date >= DATE_SUB(CURDATE(), INTERVAL 1 MONTH);"
Find products ordered more than 3 times,"SELECT p.name FROM products p JOIN (SELECT product_id, COUNT(*) as cnt FROM orders GROUP BY product_id) o ON p.product_id = o.product_id WHERE o.cnt > 3;"
List orders with customer names,"SELECT o.order_id, c.name, o.total_amount FROM orders o JOIN customers c ON o.customer_id = c.customer_id;"
List product names and total quantity sold,"SELECT p.name, SUM(oi.quantity) as total_sold FROM products p JOIN order_items oi ON p.product_id = oi.product_id GROUP BY p.name;"
Find products ordered more than three times,"SELECT p.name FROM products p JOIN (SELECT product_id, COUNT(*) as total FROM order_items GROUP BY product_id) x ON p.product_id = x.product_id WHERE x.total > 3;"
Show total sales made by each employee,"SELECT e.employee_id, e.first_name, SUM(o.total_amount) as total_sales FROM employees e JOIN orders o ON e.employee_id = o.employee_id GROUP BY e.employee_id;"
List orders with customer names,"SELECT o.order_id, c.name FROM orders o JOIN customers c ON o.customer_id = c.customer_id;"
Get total amount spent by each customer,"SELECT c.name, SUM(o.total_amount) AS total_spent FROM customers c JOIN orders o ON c.customer_id = o.customer_id GROUP BY c.name;"
List employees and their department names,"SELECT e.name, d.department_name FROM employees e JOIN departments d ON e.department_id = d.department_id;"
Find average total amount by customer,"SELECT customer_id, AVG(total_amount) FROM orders GROUP BY customer_id;"
Get the maximum and minimum total amount from orders,"SELECT MAX(total_amount) AS max_amount, MIN(total_amount) AS min_amount FROM orders;"
List distinct department names from employees table,SELECT DISTINCT department_name FROM departments;
List top 5 highest total_amount orders,SELECT * FROM orders ORDER BY total_amount DESC LIMIT 5;
Find customers located in USA or Canada,"SELECT * FROM customers WHERE country IN ('USA', 'Canada');"
List orders placed between 2022-01-01 and 2022-03-31,SELECT * FROM orders WHERE order_date BETWEEN '2022-01-01' AND '2022-03-31';
Search for employees whose name starts with 'Jo',SELECT * FROM employees WHERE name LIKE 'Jo%';
Find customers who have more than 3 orders,"SELECT customer_id, COUNT(*) AS order_count FROM orders GROUP BY customer_id HAVING COUNT(*) > 3;"
Get order IDs for orders not delivered yet,SELECT order_id FROM orders WHERE status <> 'Delivered';
Select all products with price greater than average price,SELECT * FROM products WHERE price > (SELECT AVG(price) FROM products);
Create a report of employee names and their manager names,"SELECT e.name AS employee_name, m.name AS manager_name FROM employees e LEFT JOIN employees m ON e.manager_id = m.employee_id;"
Categorize orders as 'High' or 'Low' value based on total amount greater than 5000,"SELECT order_id, total_amount, CASE WHEN total_amount > 5000 THEN 'High' ELSE 'Low' END AS order_category FROM orders;"
Get the maximum salary from the employees table.,SELECT MAX(salary) FROM employees;
Find the minimum price in the products table.,SELECT MIN(price) FROM products;
Calculate the average age of users.,SELECT AVG(age) FROM users;
Find average order amount from orders table.,SELECT AVG(total_amount) FROM orders;
Get customer names and their orders using join.,"SELECT c.name, o.order_id FROM customers c JOIN orders o ON c.customer_id = o.customer_id;"
List employees and their departments.,"SELECT e.name, d.name FROM employees e JOIN departments d ON e.dept_id = d.dept_id;"
Find the total revenue from sales.,SELECT SUM(revenue) FROM sales;
Calculate the sum of prices in the inventory.,SELECT SUM(price) FROM inventory;
List all products ordered by price descending.,SELECT * FROM products ORDER BY price DESC;
